mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-08-11,close,2026-08-11,2412,中華電,154,143.0,22053.32,136.0,shioaji_kbars_close,20944.0,-1109.3199999999997,-0.050301723277946346,1305.0,1305.0,177480000.0,ready
2026-08-11,close,2026-08-11,2881,富邦金,76,114.0,8676.51,128.0,shioaji_kbars_close,9728.0,1051.4899999999998,0.12118812748443784,1243.0,1243.0,159104000.0,ready
2026-08-11,close,2026-08-11,00713,元大台灣高息低波,406,59.75,24293.5,61.05,shioaji_kbars_close,24786.3,492.7999999999993,0.02028526148969886,34.0,34.0,2075700.0,ready
2026-08-11,close,2026-08-11,006208,富邦台50,8,249.2,1996.44,238.9,shioaji_kbars_close,1911.2,-85.24000000000001,-0.04269599887800285,17.0,17.0,4061300.0,ready
2026-08-11,close,2026-08-11,2330,台積電,7,2422.0,16977.8,2395.0,shioaji_kbars_close,16765.0,-212.79999999999927,-0.012534015007833717,2623.0,2623.0,6282085000.0,ready
2026-08-11,close,2026-08-11,2882,國泰金,124,91.5,11362.26,99.6,shioaji_kbars_close,12350.4,988.1399999999994,0.08696685342528682,1289.0,1289.0,128384400.0,ready
2026-08-11,close,2026-08-11,00878,國泰永續高股息,492,33.25,16382.25,33.47,shioaji_kbars_close,16467.239999999998,84.98999999999796,0.00518793206061426,614.0,614.0,20550580.0,ready
2026-08-11,close,2026-08-11,0056,元大高股息,154,52.9108,8159.32,52.3,shioaji_kbars_close,8054.2,-105.11999999999989,-0.012883426560056463,304.0,304.0,15899200.0,ready
2026-08-11,close,2026-08-11,00919,群益台灣精選高息,556,30.4392,16948.2,30.12,shioaji_kbars_close,16746.72,-201.47999999999956,-0.01188798810493147,1066.0,1066.0,32107920.0,ready
2026-08-11,close,2026-08-11,00881,國泰台灣5G+,13,56.3,732.95,53.5,shioaji_kbars_close,695.5,-37.450000000000045,-0.05109489051094896,1251.0,1251.0,66928500.0,ready
2026-08-11,close,2026-08-11,2303,聯電,5,135.0,675.97,123.0,shioaji_kbars_close,615.0,-60.97000000000003,-0.09019631048715183,5596.0,5596.0,688308000.0,ready
2026-08-11,close,2026-08-11,1301,台塑,157,52.5,8254.23,55.6,shioaji_kbars_close,8729.2,474.97000000000116,0.05754261754276307,741.0,741.0,41199600.0,ready
2026-08-11,close,2026-08-11,0050,元大台灣50,49,107.6,5279.81,104.6,shioaji_kbars_close,5125.4,-154.41000000000076,-0.029245370572047243,797.0,797.0,83366200.0,ready
