trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260821-006208-sell-01-991e71db4e,2026-08-21,006208,富邦台50,sell,2,239.3000,478.60,1.00,0.00,477.60,499.11,-21.51,4,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260821-00881-sell-01-5f62ed4761,2026-08-21,00881,國泰台灣5G+,sell,2,48.5900,97.18,0.00,0.00,97.18,112.76,-15.58,4,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260821-2412-sell-01-e903e04679,2026-08-21,2412,中華電,sell,4,136.5000,546.00,1.00,2.00,543.00,572.81,-29.81,11,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
