trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260814-2303-sell-01-b3b39b2076,2026-08-14,2303,聯電,sell,1,121.0000,121.00,0.00,0.00,121.00,135.19,-14.19,0,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260814-2412-sell-01-0790fcd667,2026-08-14,2412,中華電,sell,16,135.0000,2160.00,3.00,6.00,2151.00,2291.26,-140.26,48,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
