trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260908-2881-sell-01-cd111fc826,2026-09-08,2881,富邦金,sell,8,149.0000,1192.00,2.00,4.00,1186.00,913.32,272.68,30,持仓获利超过约 8% 且 RSI 偏热，并已连续观察至少 2 天，建议分批获利了结 20%。,executed
paper-20260908-2882-sell-01-ef6e93967b,2026-09-08,2882,國泰金,sell,16,113.5000,1816.00,3.00,5.00,1808.00,1466.10,341.90,63,持仓获利超过约 8% 且 RSI 偏热，并已连续观察至少 2 天，建议分批获利了结 20%。,executed
