trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260824-006208-sell-01-f030e8234a,2026-08-24,006208,富邦台50,sell,1,238.2000,238.20,0.00,0.00,238.20,249.56,-11.36,3,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260824-00881-sell-01-dcc7180438,2026-08-24,00881,國泰台灣5G+,sell,1,48.4600,48.46,0.00,0.00,48.46,56.38,-7.92,3,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260824-2412-sell-01-fc8ca82b85,2026-08-24,2412,中華電,sell,3,136.5000,409.50,1.00,1.00,407.50,429.61,-22.11,8,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
