mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-09-08,close,2026-09-08,2881,富邦金,38,114.0,4338.25,149.0,shioaji_kbars_close,5662.0,1323.75,0.30513455886590213,3426.0,3426.0,510474000.0,ready
2026-09-08,close,2026-09-08,00713,元大台灣高息低波,406,59.75,24293.5,63.65,shioaji_kbars_close,25841.899999999998,1548.3999999999978,0.06373721365797426,48.0,48.0,3055200.0,ready
2026-09-08,close,2026-09-08,006208,富邦台50,2,249.2,499.11,250.05,shioaji_kbars_close,500.1,0.9900000000000091,0.0019835306846186394,155.0,155.0,38757750.0,ready
2026-09-08,close,2026-09-08,2330,台積電,7,2422.0,16977.8,2470.0,shioaji_kbars_close,17290.0,312.2000000000007,0.01838871938649299,6163.0,6163.0,15222610000.0,ready
2026-09-08,close,2026-09-08,2882,國泰金,79,91.5,7238.86,113.5,shioaji_kbars_close,8966.5,1727.6400000000003,0.23866188875043867,4358.0,4358.0,494633000.0,ready
2026-09-08,close,2026-09-08,00878,國泰永續高股息,492,33.25,16382.25,34.07,shioaji_kbars_close,16762.44,380.1899999999987,0.023207434876161618,567.0,567.0,19317690.0,ready
2026-09-08,close,2026-09-08,0056,元大高股息,154,52.9108,8159.32,55.75,shioaji_kbars_close,8585.5,426.1800000000003,0.05223229386762626,555.0,555.0,30941250.0,ready
2026-09-08,close,2026-09-08,00919,群益台灣精選高息,444,30.4392,13534.17,32.71,shioaji_kbars_close,14523.24,989.0699999999997,0.07307947218041444,1156.0,1156.0,37812760.0,ready
2026-09-08,close,2026-09-08,1301,台塑,125,52.5,6571.84,65.1,shioaji_kbars_close,8137.499999999999,1565.659999999999,0.23823769294444158,1523.0,1523.0,99147300.0,ready
2026-09-08,close,2026-09-08,0050,元大台灣50,36,107.6,3879.04,109.65,shioaji_kbars_close,3947.4,68.36000000000013,0.017622917010394357,1137.0,1137.0,124672050.0,ready
