mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-08-13,close,2026-08-13,2412,中華電,86,143.0,12315.49,136.0,shioaji_kbars_close,11696.0,-619.4899999999998,-0.05030169323348074,780.0,780.0,106080000.0,ready
2026-08-13,close,2026-08-13,2881,富邦金,76,114.0,8676.51,128.5,shioaji_kbars_close,9766.0,1089.4899999999998,0.1255677686074239,1258.0,1258.0,161653000.0,ready
2026-08-13,close,2026-08-13,00713,元大台灣高息低波,406,59.75,24293.5,61.1,shioaji_kbars_close,24806.600000000002,513.1000000000022,0.021120875954473508,81.0,81.0,4949100.0,ready
2026-08-13,close,2026-08-13,006208,富邦台50,8,249.2,1996.44,244.4,shioaji_kbars_close,1955.2,-41.24000000000001,-0.020656769048907057,32.0,32.0,7820800.0,ready
2026-08-13,close,2026-08-13,2330,台積電,7,2422.0,16977.8,2435.0,shioaji_kbars_close,17045.0,67.20000000000073,0.003958110002473862,4030.0,4030.0,9813050000.0,ready
2026-08-13,close,2026-08-13,2882,國泰金,124,91.5,11362.26,99.5,shioaji_kbars_close,12338.0,975.7399999999998,0.08587552124313294,2117.0,2117.0,210641500.0,ready
2026-08-13,close,2026-08-13,00878,國泰永續高股息,492,33.25,16382.25,33.78,shioaji_kbars_close,16619.760000000002,237.51000000000204,0.014498008515313954,499.0,499.0,16856220.0,ready
2026-08-13,close,2026-08-13,0056,元大高股息,154,52.9108,8159.32,53.0,shioaji_kbars_close,8162.0,2.680000000000291,0.00032845874411106455,781.0,781.0,41393000.0,ready
2026-08-13,close,2026-08-13,00919,群益台灣精選高息,556,30.4392,16948.2,30.41,shioaji_kbars_close,16907.96,-40.2400000000016,-0.0023742934352911577,1490.0,1490.0,45310900.0,ready
2026-08-13,close,2026-08-13,00881,國泰台灣5G+,13,56.3,732.95,55.0,shioaji_kbars_close,715.0,-17.950000000000045,-0.024490074357050338,565.0,565.0,31075000.0,ready
2026-08-13,close,2026-08-13,2303,聯電,2,135.0,270.39,124.5,shioaji_kbars_close,249.0,-21.389999999999986,-0.07910795517585704,5468.0,5468.0,680766000.0,ready
2026-08-13,close,2026-08-13,1301,台塑,157,52.5,8254.23,57.5,shioaji_kbars_close,9027.5,773.2700000000004,0.09368166382569912,1018.0,1018.0,58535000.0,ready
2026-08-13,close,2026-08-13,0050,元大台灣50,49,107.6,5279.81,106.7,shioaji_kbars_close,5228.3,-51.51000000000022,-0.00975603288754713,1820.0,1820.0,194194000.0,ready
