mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-08-31,close,2026-08-31,2412,中華電,4,143.0,572.81,136.0,shioaji_kbars_close,544.0,-28.809999999999945,-0.05029590963844896,10196.0,10196.0,1386656000.0,ready
2026-08-31,close,2026-08-31,2881,富邦金,76,114.0,8676.51,144.0,shioaji_kbars_close,10944.0,2267.49,0.2613366434199926,16433.0,16433.0,2366352000.0,ready
2026-08-31,close,2026-08-31,00713,元大台灣高息低波,406,59.75,24293.5,61.9,shioaji_kbars_close,25131.399999999998,837.8999999999978,0.03449070739086578,239.0,239.0,14794100.0,ready
2026-08-31,close,2026-08-31,006208,富邦台50,2,249.2,499.11,242.9,shioaji_kbars_close,485.8,-13.310000000000002,-0.02666746809320591,44.0,44.0,10687600.0,ready
2026-08-31,close,2026-08-31,2330,台積電,7,2422.0,16977.8,2405.0,shioaji_kbars_close,16835.0,-142.79999999999927,-0.008410983755256823,14131.0,14131.0,33985055000.0,ready
2026-08-31,close,2026-08-31,2882,國泰金,124,91.5,11362.26,110.5,shioaji_kbars_close,13702.0,2339.74,0.2059220612800622,30017.0,30017.0,3316878500.0,ready
2026-08-31,close,2026-08-31,00878,國泰永續高股息,492,33.25,16382.25,33.18,shioaji_kbars_close,16324.56,-57.69000000000051,-0.0035214943002335156,1056.0,1056.0,35038080.0,ready
2026-08-31,close,2026-08-31,0056,元大高股息,154,52.9108,8159.32,54.6,shioaji_kbars_close,8408.4,249.07999999999993,0.030527053725065315,1158.0,1158.0,63226800.0,ready
2026-08-31,close,2026-08-31,00919,群益台灣精選高息,556,30.4392,16948.2,31.96,shioaji_kbars_close,17769.760000000002,821.5600000000013,0.04847476428175271,988.0,988.0,31576480.0,ready
2026-08-31,close,2026-08-31,00881,國泰台灣5G+,1,56.3,56.38,49.58,shioaji_kbars_close,49.58,-6.800000000000004,-0.12061014544164604,243.0,243.0,12047940.0,ready
2026-08-31,close,2026-08-31,1301,台塑,157,52.5,8254.23,66.2,shioaji_kbars_close,10393.4,2139.17,0.25916045470019616,4864.0,4864.0,321996800.0,ready
2026-08-31,close,2026-08-31,0050,元大台灣50,36,107.6,3879.04,106.25,shioaji_kbars_close,3825.0,-54.039999999999964,-0.013931281966672157,997.0,997.0,105931250.0,ready
