trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260810-2303-sell-01-70f20b71cc,2026-08-10,2303,聯電,sell,2,123.0000,246.00,0.00,1.00,245.00,270.39,-25.39,5,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260810-2412-sell-01-446f00dfea,2026-08-10,2412,中華電,sell,52,136.5000,7098.00,10.00,21.00,7067.00,7446.58,-379.58,154,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
