trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260812-2303-sell-01-e98019df74,2026-08-12,2303,聯電,sell,1,123.0000,123.00,0.00,0.00,123.00,135.19,-12.19,2,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260812-2412-sell-01-aa62a9ae46,2026-08-12,2412,中華電,sell,29,136.0000,3944.00,6.00,12.00,3926.00,4152.90,-226.90,86,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
