trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260813-2303-sell-01-51a0804e13,2026-08-13,2303,聯電,sell,1,124.5000,124.50,0.00,0.00,124.50,135.19,-10.69,1,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260813-2412-sell-01-12ec34654d,2026-08-13,2412,中華電,sell,22,136.0000,2992.00,4.00,9.00,2979.00,3150.47,-171.47,64,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
