trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260826-00881-sell-01-92c747a4a7,2026-08-26,00881,國泰台灣5G+,sell,1,49.5300,49.53,0.00,0.00,49.53,56.38,-6.85,1,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260826-2412-sell-01-906c40f54b,2026-08-26,2412,中華電,sell,2,136.0000,272.00,0.00,1.00,271.00,286.41,-15.41,4,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
