trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260709-2317-sell-01-171357eff7,2026-07-09,2317,鴻海,sell,1,237.5000,237.50,0.00,1.00,236.50,312.44,-75.94,1,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260709-2454-sell-01-6892ec8378,2026-07-09,2454,聯發科,sell,1,3925.0000,3925.00,6.00,12.00,3907.00,4461.25,-554.25,2,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
