trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260825-006208-sell-01-6baf3d29c2,2026-08-25,006208,富邦台50,sell,1,239.4500,239.45,0.00,0.00,239.45,249.55,-10.10,2,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260825-00881-sell-01-41cfc7b540,2026-08-25,00881,國泰台灣5G+,sell,1,48.5000,48.50,0.00,0.00,48.50,56.38,-7.88,2,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260825-2412-sell-01-880f341347,2026-08-25,2412,中華電,sell,2,136.5000,273.00,0.00,1.00,272.00,286.41,-14.41,6,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
