trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260713-2317-sell-01-774aeb7ccb,2026-07-13,2317,鴻海,sell,1,236.5000,236.50,0.00,1.00,235.50,312.44,-76.94,0,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260713-2454-sell-01-00cb0d8f98,2026-07-13,2454,聯發科,sell,1,3825.0000,3825.00,5.00,11.00,3809.00,4461.25,-652.25,1,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260713-2412-sell-01-f35b5ab465,2026-07-13,2412,中華電,sell,164,133.5000,21894.00,31.00,66.00,21797.00,23485.35,-1688.35,490,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
