trade_id,trade_date,symbol,name,action,shares,trade_price,gross_amount,fee,tax,net_amount,realized_cost,realized_pnl,remaining_shares,reason,status
paper-20260805-0056-buy-01-15f21272a7,2026-08-05,0056,元大高股息,buy,20,51.4500,1029.00,1.00,0.00,-1030.00,,,154,价格较建仓成本回落约 3%，但仍在 60 日趋势上方、RSI 未过热，且量能未明显萎缩，可考虑小幅加码。,executed
paper-20260805-00881-sell-01-59b2367322,2026-08-05,00881,國泰台灣5G+,sell,9,52.6500,473.85,1.00,0.00,472.85,507.42,-34.57,24,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260805-2303-sell-01-9ea1a92a0d,2026-08-05,2303,聯電,sell,5,122.0000,610.00,1.00,2.00,607.00,675.97,-68.97,14,模拟盘连续收盘亏损超过约 6%，已连续观察至少 2 天，建议先减码 25%。,executed
paper-20260805-2412-sell-01-d4424f6a59,2026-08-05,2412,中華電,sell,123,137.0000,16851.00,24.00,51.00,16776.00,17614.01,-838.01,367,价格跌破建仓成本约 6%，或跌破 60 日趋势且持仓转弱，并已连续观察至少 2 天，建议先减码 25%。,executed
